age,height,edu,fit,race_ethnicity,height_group,cluster
41,73,More than High School,not_fit,White,not_short,2
30,70,More than High School,fit,White,not_short,2
37,73,High School or less,fit,White,not_short,2
28,67,High School or less,not_fit,other,short,1
21,70,unknown,not_fit,Latinx,not_short,2
21,70,More than High School,not_fit,White,not_short,2
23,70,High School or less,not_fit,White,not_short,2
35,66,More than High School,fit,Asian,short,1
28,69,More than High School,not_fit,Asian,short,1
29,73,More than High School,not_fit,White,not_short,2
36,69,unknown,fit,Asian,short,1
22,70,High School or less,fit,White,not_short,2
30,74,More than High School,fit,other,not_short,2
22,72,High School or less,not_fit,Latinx,not_short,2
37,66,More than High School,fit,White,short,1
37,64,unknown,not_fit,multiple,short,1
38,70,More than High School,fit,White,not_short,2
43,74,More than High School,not_fit,White,not_short,2
25,72,More than High School,fit,White,not_short,2
33,69,More than High School,fit,Latinx,short,1
24,71,More than High School,not_fit,White,not_short,2
28,73,More than High School,fit,White,not_short,2
28,71,unknown,not_fit,other,not_short,2
28,68,More than High School,fit,Asian,short,1
36,67,More than High School,fit,multiple,short,1
25,71,More than High School,unknown,Latinx,not_short,2
30,72,unknown,fit,Asian,not_short,2
29,75,More than High School,not_fit,Asian,not_short,2
24,67,More than High School,not_fit,Asian,short,1
28,73,More than High School,fit,White,not_short,2
45,71,More than High School,fit,White,not_short,2
52,72,More than High School,fit,White,not_short,2
32,65,More than High School,not_fit,White,short,1
30,65,More than High School,not_fit,multiple,short,1
40,71,More than High School,fit,White,not_short,2
31,69,More than High School,fit,multiple,short,1
21,67,unknown,not_fit,multiple,short,1
29,70,More than High School,fit,White,not_short,2
32,67,More than High School,fit,White,short,1
35,68,High School or less,not_fit,Latinx,short,1
32,69,More than High School,not_fit,other,short,1
32,73,More than High School,fit,White,not_short,2
37,69,More than High School,fit,Black,short,1
28,70,More than High School,fit,White,not_short,2
27,69,More than High School,not_fit,White,short,1
41,72,More than High School,fit,other,not_short,2
27,70,More than High School,fit,Black,not_short,2
26,76,More than High School,fit,White,not_short,2
25,69,High School or less,not_fit,multiple,short,1
25,75,More than High School,fit,White,not_short,2
28,69,High School or less,fit,White,short,1
51,70,More than High School,fit,White,not_short,2
45,73,High School or less,fit,White,not_short,2
26,72,More than High School,not_fit,White,not_short,2
21,67,High School or less,not_fit,White,short,1
24,74,More than High School,fit,White,not_short,2
21,71,unknown,fit,Asian,not_short,2
28,65,High School or less,fit,White,short,1
28,74,More than High School,fit,multiple,not_short,2
44,70,More than High School,fit,White,not_short,2
26,69,unknown,fit,White,short,1
41,71,More than High School,fit,White,not_short,2
60,68,More than High School,fit,White,short,1
22,67,More than High School,not_fit,Asian,short,1
39,72,High School or less,fit,White,not_short,2
25,74,More than High School,not_fit,White,not_short,2
18,71,High School or less,fit,White,not_short,2
35,69,unknown,not_fit,Latinx,short,1
25,72,High School or less,fit,White,not_short,2
41,67,More than High School,not_fit,White,short,1
33,67,High School or less,not_fit,White,short,1
24,71,High School or less,not_fit,White,not_short,2
24,70,More than High School,fit,White,not_short,2
30,75,More than High School,not_fit,White,not_short,2
47,72,More than High School,fit,White,not_short,2
24,69,High School or less,not_fit,White,short,1
35,69,More than High School,not_fit,White,short,1
40,69,More than High School,not_fit,White,short,1
27,70,More than High School,fit,Black,not_short,2
24,70,High School or less,fit,White,not_short,2
40,72,More than High School,fit,multiple,not_short,2
46,69,More than High School,not_fit,White,short,1
30,68,More than High School,fit,White,short,1
21,69,High School or less,fit,White,short,1
41,68,unknown,not_fit,multiple,short,1
21,67,High School or less,not_fit,Asian,short,1
24,72,More than High School,not_fit,White,not_short,2
41,74,More than High School,fit,White,not_short,2
25,70,More than High School,fit,White,not_short,2
29,71,High School or less,not_fit,White,not_short,2
46,67,More than High School,fit,White,short,1
34,67,More than High School,not_fit,White,short,1
25,72,More than High School,fit,White,not_short,2
41,68,More than High School,fit,White,short,1
27,66,More than High School,not_fit,White,short,1
28,65,More than High School,fit,White,short,1
34,70,More than High School,not_fit,Latinx,not_short,2
38,67,unknown,not_fit,White,short,1
24,72,unknown,fit,White,not_short,2
40,71,More than High School,fit,White,not_short,2
28,75,More than High School,fit,multiple,not_short,2
40,68,High School or less,fit,White,short,1
59,72,More than High School,fit,White,not_short,2
23,73,More than High School,fit,White,not_short,2
40,68,High School or less,fit,Asian,short,1
26,72,High School or less,fit,White,not_short,2
35,70,More than High School,fit,Asian,not_short,2
35,73,High School or less,not_fit,White,not_short,2
23,70,More than High School,not_fit,White,not_short,2
19,73,More than High School,not_fit,Asian,not_short,2
42,73,More than High School,fit,White,not_short,2
44,66,More than High School,not_fit,White,short,1
20,66,High School or less,fit,Latinx,short,1
34,72,More than High School,fit,White,not_short,2
28,69,More than High School,fit,White,short,1
58,69,More than High School,fit,Asian,short,1
33,70,More than High School,fit,Latinx,not_short,2
25,72,High School or less,not_fit,White,not_short,2
28,66,unknown,fit,other,short,1
34,67,More than High School,fit,White,short,1
24,69,More than High School,not_fit,Latinx,short,1
51,70,More than High School,fit,White,not_short,2
27,74,High School or less,not_fit,Latinx,not_short,2
21,68,High School or less,not_fit,Latinx,short,1
29,70,More than High School,not_fit,Asian,not_short,2
36,71,More than High School,fit,other,not_short,2
33,71,More than High School,fit,White,not_short,2
26,73,High School or less,not_fit,White,not_short,2
37,70,More than High School,fit,White,not_short,2
29,68,More than High School,not_fit,multiple,short,1
24,69,High School or less,not_fit,Latinx,short,1
24,69,More than High School,not_fit,White,short,1
31,71,More than High School,fit,multiple,not_short,2
22,69,High School or less,not_fit,White,short,1
26,68,unknown,not_fit,Asian,short,1
24,73,More than High School,fit,White,not_short,2
37,70,unknown,not_fit,White,not_short,2
40,72,More than High School,fit,White,not_short,2
31,70,More than High School,not_fit,Latinx,not_short,2
29,74,More than High School,not_fit,White,not_short,2
36,70,unknown,fit,Latinx,not_short,2
27,71,High School or less,not_fit,multiple,not_short,2
25,74,More than High School,not_fit,White,not_short,2
31,69,More than High School,fit,Asian,short,1
30,68,More than High School,not_fit,Latinx,short,1
21,71,High School or less,not_fit,Black,not_short,2
28,71,More than High School,not_fit,Latinx,not_short,2
29,66,High School or less,not_fit,multiple,short,1
39,67,More than High School,fit,White,short,1
25,75,High School or less,fit,Latinx,not_short,2
36,70,More than High School,fit,Black,not_short,2
35,66,More than High School,not_fit,White,short,1
61,70,More than High School,not_fit,White,not_short,2
35,72,More than High School,fit,White,not_short,2
59,70,More than High School,fit,White,not_short,2
26,72,More than High School,fit,White,not_short,2
27,72,More than High School,not_fit,Asian,not_short,2
28,65,More than High School,fit,White,short,1
24,69,More than High School,not_fit,White,short,1
39,68,More than High School,not_fit,Asian,short,1
25,75,unknown,not_fit,White,not_short,2
37,69,More than High School,fit,White,short,1
22,71,unknown,not_fit,multiple,not_short,2
21,74,High School or less,fit,Black,not_short,2
34,74,More than High School,not_fit,White,not_short,2
37,68,More than High School,fit,Latinx,short,1
21,70,unknown,not_fit,Asian,not_short,2
25,72,More than High School,fit,White,not_short,2
36,66,unknown,fit,Black,short,1
41,71,More than High School,not_fit,White,not_short,2
25,75,High School or less,fit,White,not_short,2
29,68,More than High School,not_fit,multiple,short,1
31,70,More than High School,not_fit,White,not_short,2
37,70,More than High School,fit,White,not_short,2
31,74,More than High School,fit,White,not_short,2
30,72,More than High School,fit,White,not_short,2
23,74,More than High School,fit,White,not_short,2
19,69,High School or less,fit,Asian,short,1
29,70,More than High School,fit,Black,not_short,2
37,73,More than High School,fit,White,not_short,2
31,72,More than High School,not_fit,White,not_short,2
30,63,More than High School,fit,White,short,1
24,72,More than High School,not_fit,White,not_short,2
32,67,More than High School,fit,White,short,1
26,67,More than High School,fit,Latinx,short,1
25,65,High School or less,not_fit,multiple,short,1
27,68,More than High School,fit,Asian,short,1
42,69,More than High School,fit,multiple,short,1
30,70,unknown,not_fit,Black,not_short,2
31,69,unknown,fit,Asian,short,1
26,70,More than High School,not_fit,White,not_short,2
38,70,More than High School,not_fit,multiple,not_short,2
42,67,More than High School,not_fit,Black,short,1
27,67,More than High School,fit,Asian,short,1
32,71,More than High School,fit,Asian,not_short,2
28,70,More than High School,fit,White,not_short,2
24,78,More than High School,not_fit,White,not_short,2
32,69,High School or less,not_fit,White,short,1
26,74,More than High School,fit,White,not_short,2
30,70,More than High School,fit,White,not_short,2
30,75,More than High School,not_fit,White,not_short,2
39,70,More than High School,not_fit,White,not_short,2
45,67,unknown,fit,White,short,1
34,72,More than High School,fit,White,not_short,2
24,69,More than High School,not_fit,White,short,1
58,71,More than High School,fit,other,not_short,2
24,74,More than High School,fit,White,not_short,2
29,73,More than High School,not_fit,White,not_short,2
31,68,More than High School,not_fit,White,short,1
23,67,More than High School,fit,Asian,short,1
66,73,More than High School,not_fit,White,not_short,2
23,73,High School or less,not_fit,White,not_short,2
18,69,High School or less,not_fit,Asian,short,1
29,68,More than High School,not_fit,Asian,short,1
22,72,High School or less,not_fit,other,not_short,2
28,68,More than High School,not_fit,Asian,short,1
27,67,More than High School,not_fit,Latinx,short,1
36,72,More than High School,fit,White,not_short,2
22,68,More than High School,fit,White,short,1
44,72,More than High School,fit,White,not_short,2
33,70,More than High School,fit,White,not_short,2
27,73,More than High School,not_fit,Latinx,not_short,2
34,73,More than High School,fit,Asian,not_short,2
26,74,unknown,fit,other,not_short,2
22,72,High School or less,fit,multiple,not_short,2
33,66,More than High School,fit,Asian,short,1
20,71,High School or less,fit,Asian,not_short,2
28,70,More than High School,fit,Asian,not_short,2
27,67,unknown,not_fit,White,short,1
26,75,More than High School,fit,White,not_short,2
41,68,unknown,not_fit,Latinx,short,1
28,72,More than High School,not_fit,Asian,not_short,2
28,66,More than High School,fit,White,short,1
29,72,More than High School,fit,Asian,not_short,2
28,70,More than High School,not_fit,White,not_short,2
32,68,More than High School,not_fit,Latinx,short,1
27,69,More than High School,fit,White,short,1
25,72,More than High School,fit,multiple,not_short,2
31,72,More than High School,fit,other,not_short,2
23,72,More than High School,fit,White,not_short,2
22,73,High School or less,fit,multiple,not_short,2
25,77,More than High School,not_fit,White,not_short,2
34,69,More than High School,not_fit,multiple,short,1
42,72,More than High School,fit,White,not_short,2
36,74,High School or less,not_fit,Latinx,not_short,2
29,71,More than High School,fit,Asian,not_short,2
28,71,High School or less,not_fit,White,not_short,2
26,69,More than High School,fit,Asian,short,1
34,69,More than High School,fit,White,short,1
33,70,More than High School,fit,White,not_short,2
34,70,More than High School,not_fit,White,not_short,2
23,72,More than High School,not_fit,Asian,not_short,2
40,73,More than High School,not_fit,White,not_short,2
24,70,High School or less,not_fit,Latinx,not_short,2
41,71,unknown,fit,White,not_short,2
33,68,unknown,not_fit,Latinx,short,1
42,70,More than High School,not_fit,White,not_short,2
23,75,High School or less,fit,White,not_short,2
29,72,More than High School,fit,White,not_short,2
26,72,More than High School,fit,Asian,not_short,2
30,68,More than High School,not_fit,Asian,short,1
39,75,More than High School,not_fit,White,not_short,2
40,76,More than High School,not_fit,White,not_short,2
26,71,More than High School,fit,Asian,not_short,2
33,72,More than High School,fit,Asian,not_short,2
31,74,More than High School,fit,White,not_short,2
32,72,More than High School,not_fit,White,not_short,2
43,73,More than High School,fit,White,not_short,2
30,72,More than High School,not_fit,White,not_short,2
39,71,More than High School,not_fit,White,not_short,2
27,67,More than High School,fit,White,short,1
30,67,High School or less,fit,White,short,1
24,70,More than High School,fit,White,not_short,2
31,73,unknown,fit,Black,not_short,2
42,72,More than High School,not_fit,White,not_short,2
30,75,High School or less,not_fit,White,not_short,2
27,71,More than High School,fit,White,not_short,2
34,72,More than High School,not_fit,White,not_short,2
36,67,More than High School,not_fit,Asian,short,1
25,73,More than High School,not_fit,White,not_short,2
36,70,More than High School,fit,White,not_short,2
28,73,unknown,not_fit,White,not_short,2
29,71,More than High School,fit,White,not_short,2
32,69,More than High School,fit,White,short,1
23,75,High School or less,fit,White,not_short,2
25,70,More than High School,not_fit,White,not_short,2
38,69,More than High School,not_fit,Latinx,short,1
31,71,More than High School,fit,White,not_short,2
48,73,More than High School,fit,White,not_short,2
24,72,High School or less,not_fit,Black,not_short,2
32,72,More than High School,fit,White,not_short,2
27,77,More than High School,fit,White,not_short,2
26,68,More than High School,fit,White,short,1
40,67,High School or less,not_fit,White,short,1
25,69,More than High School,fit,Asian,short,1
29,72,More than High School,fit,Asian,not_short,2
20,71,High School or less,not_fit,White,not_short,2
25,73,High School or less,fit,White,not_short,2
26,74,unknown,fit,multiple,not_short,2
28,73,unknown,fit,White,not_short,2
38,65,More than High School,not_fit,White,short,1
41,69,More than High School,fit,Asian,short,1
59,72,More than High School,not_fit,White,not_short,2
25,74,More than High School,not_fit,White,not_short,2
29,69,More than High School,fit,Black,short,1
29,73,More than High School,fit,White,not_short,2
23,74,unknown,not_fit,White,not_short,2
30,63,More than High School,fit,Asian,short,1
35,68,More than High School,fit,White,short,1
32,73,More than High School,fit,White,not_short,2
32,69,More than High School,not_fit,multiple,short,1
20,69,High School or less,fit,Asian,short,1
27,73,More than High School,fit,White,not_short,2
27,69,More than High School,not_fit,other,short,1
28,69,More than High School,fit,Asian,short,1
49,69,More than High School,fit,White,short,1
32,73,More than High School,not_fit,White,not_short,2
29,70,More than High School,fit,White,not_short,2
62,77,More than High School,fit,White,not_short,2
35,69,High School or less,fit,Asian,short,1
24,74,unknown,fit,White,not_short,2
36,71,More than High School,fit,Asian,not_short,2
28,66,More than High School,fit,White,short,1
38,72,unknown,not_fit,White,not_short,2
28,64,More than High School,fit,other,short,1
34,76,More than High School,fit,White,not_short,2
37,71,High School or less,not_fit,other,not_short,2
27,72,More than High School,fit,White,not_short,2
50,71,unknown,not_fit,White,not_short,2
28,65,More than High School,fit,Asian,short,1
46,69,More than High School,fit,Black,short,1
30,66,More than High School,not_fit,Asian,short,1
21,66,unknown,not_fit,Black,short,1
50,68,More than High School,not_fit,Asian,short,1
30,70,More than High School,not_fit,multiple,not_short,2
29,76,More than High School,not_fit,White,not_short,2
39,71,unknown,fit,other,not_short,2
37,70,High School or less,not_fit,Asian,not_short,2
24,67,More than High School,not_fit,Asian,short,1
33,73,More than High School,fit,Asian,not_short,2
24,72,More than High School,not_fit,White,not_short,2
42,68,More than High School,not_fit,White,short,1
42,69,More than High School,fit,other,short,1
39,74,More than High School,fit,Asian,not_short,2
33,69,More than High School,fit,White,short,1
28,67,More than High School,not_fit,multiple,short,1
42,67,More than High School,fit,White,short,1
26,76,High School or less,not_fit,other,not_short,2
34,63,More than High School,not_fit,Asian,short,1
28,73,More than High School,not_fit,Latinx,not_short,2
31,69,More than High School,not_fit,Latinx,short,1
30,72,More than High School,fit,White,not_short,2
40,75,unknown,fit,White,not_short,2
40,72,More than High School,fit,White,not_short,2
48,69,More than High School,not_fit,White,short,1
56,72,More than High School,not_fit,White,not_short,2
30,72,More than High School,fit,White,not_short,2
32,71,More than High School,not_fit,White,not_short,2
38,68,More than High School,fit,Asian,short,1
34,72,More than High School,fit,White,not_short,2
27,71,More than High School,fit,White,not_short,2
30,70,More than High School,not_fit,White,not_short,2
21,72,High School or less,fit,Latinx,not_short,2
24,71,More than High School,not_fit,White,not_short,2
30,71,More than High School,fit,White,not_short,2
25,71,More than High School,fit,White,not_short,2
22,70,More than High School,fit,other,not_short,2
23,66,High School or less,fit,Asian,short,1
29,72,High School or less,not_fit,White,not_short,2
40,70,More than High School,fit,White,not_short,2
33,72,More than High School,not_fit,White,not_short,2
32,72,High School or less,fit,Latinx,not_short,2
27,69,More than High School,not_fit,Asian,short,1
20,69,High School or less,fit,White,short,1
23,74,More than High School,fit,White,not_short,2
26,70,unknown,not_fit,White,not_short,2
28,70,More than High School,fit,other,not_short,2
27,65,More than High School,fit,Asian,short,1
46,69,More than High School,fit,Latinx,short,1
52,70,More than High School,not_fit,Black,not_short,2
25,69,More than High School,fit,White,short,1
32,75,More than High School,not_fit,Latinx,not_short,2
32,66,unknown,not_fit,Asian,short,1
26,66,More than High School,not_fit,White,short,1
37,76,unknown,not_fit,White,not_short,2
50,72,More than High School,fit,White,not_short,2
29,75,High School or less,fit,White,not_short,2
25,71,More than High School,not_fit,White,not_short,2
28,76,More than High School,not_fit,White,not_short,2
54,75,unknown,not_fit,White,not_short,2
26,68,More than High School,fit,other,short,1
26,71,More than High School,fit,Asian,not_short,2
33,74,More than High School,fit,White,not_short,2
35,74,More than High School,fit,Black,not_short,2
29,72,unknown,not_fit,Latinx,not_short,2
46,70,More than High School,fit,Asian,not_short,2
27,70,More than High School,not_fit,White,not_short,2
26,71,High School or less,fit,Latinx,not_short,2
27,69,More than High School,fit,White,short,1
22,71,High School or less,not_fit,White,not_short,2
28,71,More than High School,not_fit,other,not_short,2
23,73,High School or less,not_fit,White,not_short,2
19,72,High School or less,not_fit,Asian,not_short,2
29,67,More than High School,not_fit,other,short,1
29,68,More than High School,not_fit,White,short,1
29,72,More than High School,not_fit,White,not_short,2
28,72,unknown,fit,Black,not_short,2
37,68,More than High School,fit,White,short,1
45,71,More than High School,not_fit,White,not_short,2
28,73,More than High School,not_fit,White,not_short,2
21,71,More than High School,not_fit,White,not_short,2
21,69,unknown,not_fit,White,short,1
22,72,High School or less,fit,White,not_short,2
32,69,More than High School,fit,Asian,short,1
23,68,More than High School,not_fit,Asian,short,1
34,73,More than High School,not_fit,White,not_short,2
37,69,More than High School,fit,multiple,short,1
24,68,More than High School,fit,White,short,1
24,70,More than High School,not_fit,White,not_short,2
29,68,More than High School,fit,White,short,1
39,75,unknown,fit,White,not_short,2
41,65,unknown,fit,White,short,1
21,70,High School or less,not_fit,White,not_short,2
28,72,High School or less,not_fit,White,not_short,2
33,71,High School or less,fit,Black,not_short,2
29,70,High School or less,fit,multiple,not_short,2
21,64,High School or less,fit,other,short,1
50,72,More than High School,not_fit,White,not_short,2
58,69,More than High School,not_fit,White,short,1
27,75,More than High School,not_fit,White,not_short,2
27,72,More than High School,fit,other,not_short,2
26,69,More than High School,fit,White,short,1
22,74,High School or less,not_fit,White,not_short,2
25,67,More than High School,fit,Asian,short,1
36,65,unknown,not_fit,Asian,short,1
32,71,More than High School,fit,White,not_short,2
30,65,unknown,fit,Latinx,short,1
30,72,More than High School,fit,White,not_short,2
24,74,High School or less,fit,Latinx,not_short,2
25,71,High School or less,not_fit,White,not_short,2
35,68,More than High School,fit,White,short,1
27,69,High School or less,fit,other,short,1
26,69,More than High School,fit,Black,short,1
24,71,More than High School,not_fit,White,not_short,2
45,72,More than High School,not_fit,White,not_short,2
23,69,High School or less,not_fit,multiple,short,1
25,72,More than High School,fit,White,not_short,2
29,72,More than High School,fit,White,not_short,2
22,71,unknown,not_fit,other,not_short,2
21,70,High School or less,fit,White,not_short,2
50,67,More than High School,fit,White,short,1
57,71,More than High School,fit,White,not_short,2
40,72,More than High School,fit,Latinx,not_short,2
25,70,More than High School,not_fit,Asian,not_short,2
24,65,More than High School,fit,multiple,short,1
25,73,More than High School,fit,White,not_short,2
32,74,High School or less,not_fit,White,not_short,2
27,67,More than High School,not_fit,Asian,short,1
29,67,More than High School,fit,other,short,1
29,68,More than High School,fit,White,short,1
31,70,More than High School,fit,White,not_short,2
22,73,High School or less,fit,White,not_short,2
29,75,More than High School,fit,White,not_short,2
20,76,unknown,not_fit,White,not_short,2
24,64,More than High School,fit,Asian,short,1
25,74,More than High School,fit,White,not_short,2
29,72,More than High School,fit,White,not_short,2
26,70,More than High School,fit,Latinx,not_short,2
25,64,More than High School,fit,White,short,1
34,62,High School or less,not_fit,Asian,short,1
24,71,More than High School,fit,White,not_short,2
26,70,High School or less,fit,White,not_short,2
33,69,More than High School,fit,White,short,1
26,74,More than High School,not_fit,multiple,not_short,2
29,75,More than High School,fit,White,not_short,2
44,73,More than High School,fit,White,not_short,2
30,73,More than High School,fit,White,not_short,2
25,66,High School or less,not_fit,Latinx,short,1
25,70,More than High School,fit,White,not_short,2
24,70,More than High School,fit,Latinx,not_short,2
26,74,More than High School,fit,White,not_short,2
37,65,unknown,fit,White,short,1
29,70,More than High School,not_fit,Asian,not_short,2
35,72,More than High School,fit,White,not_short,2
39,68,More than High School,fit,White,short,1
25,71,More than High School,fit,White,not_short,2
53,70,More than High School,fit,White,not_short,2
24,73,More than High School,fit,Latinx,not_short,2
35,62,More than High School,not_fit,other,short,1
28,66,More than High School,not_fit,Asian,short,1
41,68,More than High School,not_fit,White,short,1
61,71,More than High School,not_fit,White,not_short,2
35,71,More than High School,not_fit,White,not_short,2
25,67,More than High School,not_fit,Asian,short,1
20,66,unknown,not_fit,Latinx,short,1
27,71,High School or less,not_fit,White,not_short,2
34,74,More than High School,not_fit,White,not_short,2
41,69,High School or less,fit,White,short,1
35,70,More than High School,not_fit,Asian,not_short,2
30,64,More than High School,fit,White,short,1
30,73,More than High School,fit,White,not_short,2
32,75,More than High School,fit,Asian,not_short,2
36,70,More than High School,fit,White,not_short,2
59,72,More than High School,fit,White,not_short,2
31,69,More than High School,not_fit,White,short,1
42,73,More than High School,fit,Latinx,not_short,2
22,72,High School or less,fit,multiple,not_short,2
27,69,More than High School,not_fit,White,short,1
34,68,More than High School,fit,Asian,short,1
32,59,More than High School,fit,multiple,short,1
30,70,High School or less,not_fit,White,not_short,2
30,70,unknown,not_fit,White,not_short,2
38,78,High School or less,not_fit,White,not_short,2
33,72,More than High School,fit,multiple,not_short,2
45,68,More than High School,fit,White,short,1
30,76,More than High School,fit,White,not_short,2
28,68,More than High School,not_fit,Asian,short,1
37,71,More than High School,fit,multiple,not_short,2
27,73,More than High School,fit,Latinx,not_short,2
50,70,unknown,fit,White,not_short,2
28,64,More than High School,not_fit,White,short,1
31,70,More than High School,fit,White,not_short,2
26,68,More than High School,not_fit,White,short,1
20,71,High School or less,not_fit,White,not_short,2
24,70,unknown,fit,Black,not_short,2
39,71,More than High School,fit,White,not_short,2
25,67,More than High School,fit,White,short,1
25,71,High School or less,not_fit,White,not_short,2
18,69,High School or less,fit,Latinx,short,1
36,70,More than High School,fit,White,not_short,2
42,68,More than High School,fit,White,short,1
39,70,More than High School,fit,other,not_short,2
48,70,More than High School,fit,White,not_short,2
19,74,High School or less,not_fit,White,not_short,2
33,74,More than High School,fit,White,not_short,2
21,71,unknown,not_fit,other,not_short,2
25,71,More than High School,not_fit,other,not_short,2
56,71,More than High School,fit,White,not_short,2
51,68,More than High School,not_fit,White,short,1
21,70,High School or less,not_fit,Latinx,not_short,2
27,68,More than High School,not_fit,other,short,1
24,72,More than High School,not_fit,Latinx,not_short,2
28,69,unknown,fit,White,short,1
32,70,More than High School,fit,Asian,not_short,2
29,67,More than High School,fit,multiple,short,1
32,71,High School or less,fit,Latinx,not_short,2
23,71,High School or less,not_fit,White,not_short,2
27,69,More than High School,not_fit,Asian,short,1
34,73,More than High School,fit,Latinx,not_short,2
24,72,unknown,not_fit,White,not_short,2
25,72,More than High School,not_fit,multiple,not_short,2
26,66,More than High School,unknown,Asian,short,1
26,73,More than High School,not_fit,White,not_short,2
28,66,More than High School,fit,Latinx,short,1
24,74,More than High School,fit,White,not_short,2
27,68,More than High School,fit,Asian,short,1
37,71,More than High School,fit,White,not_short,2
30,74,More than High School,fit,White,not_short,2
34,66,unknown,not_fit,White,short,1
30,67,More than High School,fit,White,short,1
29,69,High School or less,not_fit,Latinx,short,1
26,67,More than High School,fit,Asian,short,1
32,75,More than High School,fit,White,not_short,2
23,70,High School or less,not_fit,multiple,not_short,2
34,70,More than High School,not_fit,Asian,not_short,2
26,70,More than High School,fit,White,not_short,2
30,66,High School or less,not_fit,White,short,1
32,71,More than High School,fit,White,not_short,2
42,68,More than High School,fit,White,short,1
37,69,More than High School,fit,multiple,short,1
28,67,High School or less,not_fit,White,short,1
57,74,More than High School,fit,White,not_short,2
38,72,More than High School,not_fit,White,not_short,2
20,73,unknown,not_fit,multiple,not_short,2
61,74,More than High School,not_fit,White,not_short,2
27,73,More than High School,fit,White,not_short,2
35,72,More than High School,not_fit,White,not_short,2
41,71,unknown,fit,White,not_short,2
37,72,More than High School,fit,White,not_short,2
27,71,More than High School,fit,Asian,not_short,2
31,68,More than High School,fit,Asian,short,1
32,70,unknown,fit,Latinx,not_short,2
20,68,High School or less,not_fit,Asian,short,1
30,69,More than High School,fit,White,short,1
27,72,More than High School,fit,White,not_short,2
31,70,More than High School,not_fit,White,not_short,2
39,70,More than High School,fit,White,not_short,2
21,72,unknown,not_fit,White,not_short,2
29,75,More than High School,fit,White,not_short,2
39,65,More than High School,not_fit,White,short,1
26,67,More than High School,not_fit,White,short,1
37,68,More than High School,not_fit,White,short,1
31,73,High School or less,not_fit,White,not_short,2
58,75,More than High School,fit,Black,not_short,2
26,71,More than High School,fit,White,not_short,2
20,74,High School or less,fit,Black,not_short,2
26,71,More than High School,not_fit,White,not_short,2
27,64,High School or less,fit,other,short,1
42,68,More than High School,fit,White,short,1
30,68,More than High School,not_fit,White,short,1
34,73,More than High School,fit,White,not_short,2
32,66,unknown,not_fit,other,short,1
33,73,More than High School,fit,Asian,not_short,2
21,66,High School or less,not_fit,Asian,short,1
26,70,High School or less,not_fit,White,not_short,2
33,70,More than High School,fit,White,not_short,2
48,69,More than High School,fit,White,short,1
21,69,unknown,not_fit,other,short,1
37,76,More than High School,fit,White,not_short,2
26,72,More than High School,fit,White,not_short,2
30,74,More than High School,fit,White,not_short,2
32,73,More than High School,fit,White,not_short,2
23,74,High School or less,not_fit,White,not_short,2
30,71,More than High School,fit,White,not_short,2
29,74,More than High School,fit,White,not_short,2
25,79,High School or less,not_fit,multiple,not_short,2
47,74,More than High School,fit,White,not_short,2
32,74,High School or less,fit,Latinx,not_short,2
28,68,unknown,fit,Asian,short,1
28,69,More than High School,not_fit,White,short,1
60,67,More than High School,fit,White,short,1
26,67,More than High School,fit,White,short,1
33,71,High School or less,fit,multiple,not_short,2
38,71,More than High School,not_fit,White,not_short,2
36,72,More than High School,not_fit,White,not_short,2
32,74,More than High School,fit,White,not_short,2
34,75,unknown,not_fit,White,not_short,2
27,72,More than High School,fit,Asian,not_short,2
52,74,More than High School,fit,White,not_short,2
26,95,unknown,not_fit,Asian,not_short,2
49,72,More than High School,fit,White,not_short,2
32,70,More than High School,fit,Asian,not_short,2
52,69,More than High School,fit,White,short,1
26,70,More than High School,not_fit,White,not_short,2
47,68,High School or less,not_fit,Asian,short,1
44,69,More than High School,fit,White,short,1
45,74,More than High School,fit,White,not_short,2
26,67,More than High School,fit,Asian,short,1
31,62,More than High School,not_fit,Latinx,short,1
30,70,More than High School,not_fit,White,not_short,2
27,70,More than High School,fit,White,not_short,2
25,70,More than High School,not_fit,White,not_short,2
26,70,High School or less,not_fit,White,not_short,2
24,70,More than High School,fit,White,not_short,2
60,71,More than High School,not_fit,White,not_short,2
26,69,High School or less,fit,Black,short,1
29,71,More than High School,not_fit,multiple,not_short,2
35,73,More than High School,fit,Asian,not_short,2
35,68,More than High School,fit,Asian,short,1
22,72,More than High School,fit,White,not_short,2
38,67,unknown,fit,multiple,short,1
27,70,More than High School,not_fit,Asian,not_short,2
23,72,More than High School,fit,other,not_short,2
23,65,More than High School,not_fit,Asian,short,1
25,70,More than High School,fit,White,not_short,2
20,67,unknown,not_fit,Asian,short,1
34,71,unknown,fit,White,not_short,2
30,76,More than High School,not_fit,White,not_short,2
30,70,High School or less,not_fit,White,not_short,2
25,72,More than High School,fit,White,not_short,2
40,69,More than High School,fit,White,short,1
24,73,High School or less,fit,Black,not_short,2
62,70,unknown,fit,White,not_short,2
32,74,More than High School,fit,multiple,not_short,2
22,69,High School or less,fit,Asian,short,1
52,78,More than High School,fit,Asian,not_short,2
36,70,More than High School,fit,White,not_short,2
55,71,More than High School,not_fit,White,not_short,2
38,69,More than High School,fit,White,short,1
24,73,More than High School,not_fit,Latinx,not_short,2
49,77,High School or less,not_fit,White,not_short,2
66,71,More than High School,fit,White,not_short,2
28,69,More than High School,fit,White,short,1
